湖	Bns	B
硫	Enz	O
、	Sw	O
苯	Bnz	O
甲	Mnz	O
酸	Enz	O
、	Sw	O
亚	Bnz	O
硝	Mnz	O
酸	Mnz	O
盐	Enz	O
、	Sw	O
乙	Bnz	O
二	Mnz	O
胺	Mnz	O
四	Mnz	O
乙	Mnz	O
酸	Enz	O
二	Sm	O
钠	Sn	O
）	Sw	O
、	Sw	O
着	Bn	O
色	Mn	O
剂	En	O
（	Sw	O
胭	Bn	O
脂	Mn	O
红	En	O
、	Sw	O
日	Bz	O
落	Mz	O
黄	Ez	O
）	Sw	O
以	Bc	O
及	Ec	O
含	Sv	O
铝	Sn	O
添	Bn	O
加	Mn	O
剂	En	O
的	Suj	O
超	Bn	O
范	Mn	O
围	En	O
、	Sw	O
超	Sv	O
限	Bn	O
量	En	O
使	Bv	O
用	Ev	O
。	Sw	O

（	Sw	O
二	Sm	O
）	Sw	O
其	Br	O
他	Er	O
微	Bl	O
生	Ml	O
物	El	O
污	Bvn	O
染	Evn	O

食	Bn	O
品	En	O
中	Sf	O
其	Br	O
他	Er	O
微	Bl	O
生	Ml	O
物	El	O
污	Bvn	O
染	Evn	O
问	Bn	O
题	En	O
有	Sv	O
1	Bm	O
1	Mm	O
1	Em	O
批	Bd	O
次	Ed	O
，	Sw	O
占	Sv	O
不	Sd	O
合	Bn	O
格	En	O
总	Bn	O
数	En	O
的	Suj	O
2	Bm	O
5	Em	O
%	Sw	O
。	Sw	O

主	Bb	O
要	Eb	O
不	Sd	O
合	Bn	O
格	En	O
项	Bn	O
目	En	O
为	Sp	O
菌	Bn	O
落	En	O
总	Bn	O
数	En	O
、	Sw	O
大	Bn	O
肠	Mn	O
菌	Mn	O
群	En	O
、	Sw	O
霉	Bn	O
菌	En	O
计	Bn	O
数	En	O
。	Sw	O

（	Sw	O
三	Sm	O
）	Sw	O
其	Br	O
他	Er	O
污	Bn	O
染	Mn	O
物	En	O
超	Bv	O
标	Ev	O

食	Bn	O
品	En	O
中	Sf	O
其	Br	O
他	Er	O
污	Bn	O
染	Mn	O
物	En	O
超	Bv	O
标	Ev	O
问	Bn	O
题	En	O
有	Sv	O
4	Bm	O
4	Em	O
批	Bd	O
次	Ed	O
，	Sw	O
占	Sv	O
不	Sd	O
合	Bn	O
格	En	O
总	Bn	O
数	En	O
的	Suj	O
1	Bm	O
0	Em	O
%	Sw	O
。	Sw	O

主	Bb	O
要	Eb	O
不	Sd	O
合	Bn	O
格	En	O
项	Bn	O
目	En	O
为	Sp	O
苯	Sn	O
并	Sc	O
（	Sw	O
a	Sw	O
）	Sw	O
芘	Sw	O
、	Sw	O
氰	Bn	O
化	Mn	O
物	En	O
、	Sw	O
阴	Bn	O
离	Mn	O
子	En	O
合	Bn	O
成	Mn	O
洗	Mn	O
涤	Mn	O
剂	En	O
。	Sw	O

（	Sw	O
四	Sm	O
）	Sw	O
品	Bn	O
质	En	O
指	Bn	O
标	En	O
不	Sd	O
合	Bn	O
格	En	O

食	Bn	O
品	En	O
中	Sf	O
品	Bn	O
质	En	O
指	Bn	O
标	En	O
不	Sd	O
合	Bn	O
格	En	O
问	Bn	O
题	En	O
有	Sv	O
3	Bm	O
1	Em	O
批	Bd	O
次	Ed	O
，	Sw	O
占	Sv	O
不	Sd	O
合	Bn	O
格	En	O
总	Bn	O
数	En	O
的	Suj	O
7	Sm	O
%	Sw	O
。	Sw	O

不	Sd	O
合	Bn	O
格	En	O
项	Bn	O
目	En	O
主	Bb	O
要	Eb	O
是	Sv	O
果	Bn	O
糖	En	O
和	Sc	O
葡	Bn	O
萄	Mn	O
糖	En	O
、	Sw	O
蔗	Bn	O
糖	En	O
分	Sv	O
、	Sw	O
还	Bv	O
原	Ev	O
糖	Bn	O
分	En	O
、	Sw	O
总	Bn	O
酯	En	O
、	Sw	O
总	Bn	O
酸	En	O
、	Sw	O
酒	Bn	O
精	Mn	O
度	En	O
、	Sw	O
酸	Bn	O
价	En	O
、	Sw	O
过	Bn	O
氧	Mn	O
化	En	O
值	Sn	O
、	Sw	O
电	Bn	O
导	Mn	O
率	En	O
、	Sw	O
耗	Bn	O
氧	Mn	O
量	En	O
等	Su	O
。	Sw	O

（	Sw	O
五	Sm	O
）	Sw	O
农	Bn	O
药	En	O
残	Bv	O
留	Ev	O
超	Bv	O
标	Ev	O
和	Sc	O
检	Bv	O
出	Ev	O
禁	Bv	O
用	Ev	O
农	Bn	O
药	En	O

食	Bn	O
品	En	O
中	Sf	O
农	Bn	O
药	En	O
残	Bv	O
留	Ev	O
超	Bv	O
标	Ev	O
问	Bn	O
题	En	O
有	Sv	O
3	Sm	O
批	Bd	O
次	Ed	O
，	Sw	O
检	Bv	O
出	Ev	O
禁	Bv	O
用	Ev	O
农	Bn	O
药	En	O
问	Bn	O
题	En	O
有	Sv	O
2	Sm	O
批	Bd	O
次	Ed	O
。	Sw	O

农	Bn	O
药	En	O
残	Bv	O
留	Ev	O
超	Bv	O
标	Ev	O
为	Sp	O
氧	Sn	O
乐	Bn	O
果	En	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O
、	Sw	O
克	Sm	O
百	Bn	O
威	En	O
，	Sw	O
检	Bv	O
出	Ev	O
的	Suj	O
禁	Bv	O
用	Ev	O
农	Bn	O
药	En	O
为	Sp	O
水	Bn	O
胺	En	O
硫	Sn	O
磷	Sn	O
。	Sw	O

（	Sw	O
六	Sm	O
）	Sw	O
检	Bv	O
出	Ev	O
禁	Bv	O
用	Ev	O
兽	Bn	O
药	En	O

食	Bn	O
品	En	O
中	Sf	O
检	Bv	O
出	Ev	O
禁	Bv	O
用	Ev	O
兽	Bn	O
药	En	O
问	Bn	O
题	En	O
有	Sv	O
1	Bm	O
3	Em	O
批	Bd	O
次	Ed	O
，	Sw	O
检	Bv	O
出	Ev	O
的	Suj	O
禁	Bv	O
用	Ev	O
兽	Bn	O
药	En	O
为	Sp	O
氟	Bnz	O
苯	Mnz	O
尼	Enz	O
考	Sv	O
、	Sw	O
氯	Bn	O
霉	Mn	O
素	En	O
、	Sw	O
沙	Bnz	O
丁	Mnz	O
胺	Mnz	O
醇	Enz	O
、	Sw	O
莱	Bnrt	O
克	Enrt	O
多	Bnz	O
巴	Mnz	O
胺	Enz	O
、	Sw	O
孔	Bnr	O
雀	Mnr	O
石	Enr	O
绿	Sa	O
。	Sw	O

（	Sw	O
七	Sm	O
）	Sw	O
检	Bv	O
出	Ev	O
致	Bn	O
病	Mn	O
性	En	O
微	Bl	O
生	Ml	O
物	El	O

食	Bn	O
品	En	O
中	Sf	O
检	Bv	O
出	Ev	O
致	Bn	O
病	Mn	O
性	En	O
微	Bl	O
生	Ml	O
物	El	O
问	Bn	O
题	En	O
有	Sv	O
7	Sm	O
批	Bd	O
次	Ed	O
，	Sw	O
检	Bv	O
出	Ev	O
的	Suj	O
致	Bn	O
病	Mn	O
性	En	O
微	Bl	O
生	Ml	O
物	El	O
主	Bb	O
要	Eb	O
为	Sp	O
铜	Bn	O
绿	En	O
假	Sn	O
单	Bn	O
胞	Mn	O
菌	En	O
。	Sw	O

（	Sw	O
八	Sm	O
）	Sw	O
其	Br	O
他	Er	O
问	Bn	O
题	En	O

食	Bn	O
品	En	O
中	Sf	O
检	Bv	O
出	Ev	O
的	Suj	O
生	Bn	O
物	En	O
毒	Bn	O
素	En	O
超	Bv	O
标	Ev	O
为	Sp	O
黄	Bn	O
曲	Mn	O
霉	En	O
毒	Bn	O
素	En	O
B	Beng	O
1	Eeng	O
，	Sw	O
检	Bv	O
出	Ev	O
的	Suj	O
非	Sh	O
食	Bn	O
用	En	O
物	Bn	O
质	En	O
为	Sp	O
过	Bnz	O
氧	Mnz	O
化	Mnz	O
苯	Mnz	O
甲	Mnz	O
酰	Enz	O
。	Sw	O

三	Sm	O
、	Sw	O
针	Bp	O
对	Ep	O
在	Sp	O
食	Bl	O
品	Ml	O
安	Ml	O
全	El	O
监	Bvn	O
督	Evn	O
抽	Bv	O
检	Ev	O
中	Sf	O
发	Bv	O
现	Ev	O
的	Suj	O
不	Sa	O
合	Bn	O
格	En	O
食	Bn	O
品	En	O
，	Sw	O
我	Br	O
局	Er	O
已	Sd	O
分	Bd	O
别	Ed	O
要	Bv	O
求	Ev	O
食	Bn	O
品	En	O
生	Bn	O
产	Mn	O
经	Mn	O
营	Mn	O
者	En	O
所	Bn	O
在	Mn	O
地	En	O
食	Bn	O
品	Mn	O
药	Mn	O
品	En	O
监	Bn	O
管	Mn	O
部	Mn	O
门	En	O
依	Bn	O
法	En	O
对	Sp	O
生	Bvn	O
产	Evn	O
经	Bvn	O
营	Evn	O
不	Sd	O
合	Bn	O
格	En	O
食	Bn	O
品	En	O
的	Suj	O
食	Bn	O
品	En	O
生	Bn	O
产	Mn	O
经	Mn	O
营	Mn	O
者	En	O
进	Bv	O
行	Ev	O
立	Bn	O
案	En	O
调	Bvn	O
查	Evn	O
，	Sw	O
并	Sc	O
已	Sd	O
将	Sd	O
不	Sd	O
合	Bn	O
格	En	O
食	Bn	O
品	En	O
情	Bn	O
况	Mn	O
通	Mn	O
报	En	O
了	Sul	O
标	Bn	O
称	En	O
生	Bvn	O
产	Evn	O
企	Bn	O
业	En	O
所	Bn	O
在	Mn	O
地	En	O
的	Suj	O
食	Bn	O
品	Mn	O
药	Mn	O
品	En	O
监	Bn	O
管	Mn	O
部	Mn	O
门	En	O
。	Sw	O

公	Bn	O
众	En	O
发	Bv	O
现	Ev	O
食	Bl	O
品	Ml	O
安	Ml	O
全	El	O
违	Bl	O
法	Ml	O
行	Ml	O
为	El	O
，	Sw	O
可	Bi	O
拨	Mi	O
打	Ei	O
1	Bm	O
2	Mm	O
3	Mm	O
3	Mm	O
1	Em	O
热	Bn	O
线	Mn	O
电	Mn	O
话	En	O
进	Bv	O
行	Ev	O
投	Bv	O
诉	Ev	O
或	Sc	O
举	Bv	O
报	Ev	O
。	Sw	O

附	Bn	O
件	En	O
：	Sw	O
2	Bm	O
0	Mm	O
1	Mm	O
7	Em	O
年	Sm	O
第	Bmq	O
二	Mmq	O
季	Mmq	O
度	Emq	O
各	Br	O
类	Er	O
食	Bn	O
品	En	O
监	Bvn	O
督	Evn	O
抽	Bv	O
检	Ev	O
结	Bn	O
果	En	O

湖	Bns	B
北	Mns	I
省	Ens	I
食	Bn	I
品	En	I
药	Bnt	I
品	Mnt	I
监	Mnt	I
督	Mnt	I
管	Mnt	I
理	Mnt	I
局	Ent	E

2	Bm	O
0	Mm	O
1	Mm	O
7	Mm	O
.	Mm	O
7	Mm	O
.	Mm	O
2	Mm	O
8	Em	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Em	O
年	Sm	O
第	Bmq	O
二	Mmq	O
季	Mmq	O
度	Emq	O
各	Br	O
类	Er	O
食	Bn	O
品	En	O
监	Bvn	O
督	Evn	O
抽	Bv	O
检	Ev	O
结	Bn	O
果	En	O

序	Bn	O
号	En	O

食	Bn	O
品	En	O
大	Sa	O
类	Sq	O

抽	Bv	O
检	Ev	O
样	Bn	O
品	En	O
批	Bd	O
次	Ed	O

不	Sd	O
合	Bn	O
格	En	O
样	Bn	O
品	En	O
批	Bd	O
次	Ed	O

样	Bn	O
品	En	O
不	Bn	O
合	Mn	O
格	Mn	O
率	En	O
（	Sw	O
%	Sw	O
）	Sw	O

1	Sw	O

粮	Bn	O
食	En	O
加	Bn	O
工	Mn	O
品	En	O

2	Bm	O
5	Mm	O
2	Mm	O
1	Em	O

2	Bm	O
8	Em	O

1	Bm	O
.	Mm	O
1	Mm	O
1	Em	O
%	Sw	O

2	Sw	O

食	Bn	O
用	Mn	O
油	En	O
、	Sw	O
油	Bn	O
脂	En	O
及	Bc	O
其	Ec	O
制	Bn	O
品	En	O

5	Bm	O
8	Mm	O
9	Em	O

1	Bm	O
0	Em	O

1	Bm	O
.	Mm	O
7	Mm	O
0	Em	O
%	Sw	O

3	Sw	O

调	Bn	O
味	Mn	O
品	En	O

7	Bm	O
2	Mm	O
2	Em	O

8	Sw	O

1	Bm	O
.	Mm	O
1	Mm	O
1	Em	O
%	Sw	O

4	Sw	O

肉	Bn	O
制	Mn	O
品	En	O

6	Bm	O
2	Mm	O
7	Em	O

6	Sw	O

0	Bm	O
.	Mm	O
9	Mm	O
6	Em	O
%	Sw	O

5	Sw	O

乳	Bn	O
制	Mn	O
品	En	O

1	Bm	O
8	Mm	O
2	Em	O

3	Sw	O

1	Bm	O
.	Mm	O
6	Mm	O
5	Em	O
%	Sw	O

6	Sw	O

饮	Bn	O
料	En	O

9	Bm	O
8	Mm	O
1	Em	O

1	Bm	O
4	Em	O

1	Bm	O
.	Mm	O
4	Mm	O
3	Em	O
%	Sw	O

7	Sw	O

方	Ba	O
便	Ea	O
食	Bn	O
品	En	O

2	Bm	O
3	Mm	O
2	Em	O

7	Sw	O

3	Bm	O
.	Mm	O
0	Mm	O
2	Em	O
%	Sw	O

8	Sw	O

饼	Bn	O
干	En	O

1	Bm	O
9	Mm	O
3	Em	O

1	Sw	O

0	Bm	O
.	Mm	O
5	Mm	O
2	Em	O
%	Sw	O

9	Sw	O

罐	Bn	O
头	En	O

1	Bm	O
3	Mm	O
8	Em	O

1	Sw	O

0	Bm	O
.	Mm	O
7	Mm	O
2	Em	O
%	Sw	O

1	Bm	O
0	Em	O

冷	Bv	O
冻	Ev	O
饮	Bn	O
品	En	O

1	Bm	O
6	Em	O

4	Sw	O

2	Bm	O
5	Mm	O
.	Mm	O
0	Mm	O
0	Em	O
%	Sw	O

1	Bm	O
1	Em	O

速	Bn	O
冻	En	O
食	Bn	O
品	En	O

1	Bm	O
5	Mm	O
1	Em	O

0	Sw	O

0	Bm	O
.	Mm	O
0	Mm	O
0	Em	O
%	Sw	O

1	Bm	O
2	Em	O

薯	Bn	O
类	En	O
和	Sc	O
膨	Bl	O
化	Ml	O
食	Ml	O
品	El	O

1	Bm	O
9	Mm	O
8	Em	O

3	Sw	O

1	Bm	O
.	Mm	O
5	Mm	O
2	Em	O
%	Sw	O

1	Bm	O
3	Em	O

糖	Bn	O
果	En	O
制	Bn	O
品	En	O

2	Bm	O
5	Mm	O
8	Em	O

0	Sw	O

0	Bm	O
.	Mm	O
0	Mm	O
0	Em	O
%	Sw	O

1	Bm	O
4	Em	O

茶	Bn	O
叶	En	O
及	Sc	O
相	Bv	O
关	Ev	O
制	Bn	O
品	En	O

4	Bm	O
9	Mm	O
8	Em	O

1	Sw	O

0	Bm	O
.	Mm	O
2	Mm	O
0	Em	O
%	Sw	O

1	Bm	O
5	Em	O

酒	Bn	O
类	En	O

1	Bm	O
4	Mm	O
0	Mm	O
5	Em	O

6	Bm	O
9	Em	O

4	Bm	O
.	Mm	O
9	Mm	O
1	Em	O
%	Sw	O

1	Bm	O
6	Em	O

蔬	Bn	O
菜	Mn	O
制	Mn	O
品	En	O

8	Bm	O
6	Mm	O
2	Em	O

5	Bm	O
5	Em	O

6	Bm	O
.	Mm	O
3	Mm	O
8	Em	O
%	Sw	O

1	Bm	O
7	Em	O

水	Bn	O
果	En	O
制	Bn	O
品	En	O

2	Bm	O
1	Mm	O
2	Em	O

8	Sw	O

3	Bm	O
.	Mm	O
7	Mm	O
7	Em	O
%	Sw	O

1	Bm	O
8	Em	O

炒	Bv	O
货	Ev	O
食	Bn	O
品	En	O
及	Sc	O
坚	Bn	O
果	En	O
制	Bn	O
品	En	O

1	Bm	O
8	Mm	O
8	Em	O

5	Sw	O

2	Bm	O
.	Mm	O
6	Mm	O
6	Em	O
%	Sw	O

1	Bm	O
9	Em	O

蛋	Bn	O
制	Mn	O
品	En	O

3	Bm	O
6	Mm	O
8	Em	O

3	Sw	O

0	Bm	O
.	Mm	O
8	Mm	O
2	Em	O
%	Sw	O

2	Bm	O
0	Em	O

可	Bv	O
可	Ev	O
及	Sc	O
焙	Bv	O
烤	Ev	O
咖	Bn	O
啡	En	O
产	Bn	O
品	En	O

7	Bm	O
6	Em	O

0	Sw	O

0	Bm	O
.	Mm	O
0	Mm	O
0	Em	O
%	Sw	O

2	Bm	O
1	Em	O

食	Bn	O
糖	En	O

1	Bm	O
9	Mm	O
6	Em	O

1	Sw	O

0	Bm	O
.	Mm	O
5	Mm	O
1	Em	O
%	Sw	O

2	Bm	O
2	Em	O

水	Bn	O
产	En	O
制	Bn	O
品	En	O

1	Bm	O
4	Mm	O
4	Em	O

6	Sw	O

4	Bm	O
.	Mm	O
1	Mm	O
7	Em	O
%	Sw	O

2	Bm	O
3	Em	O

淀	Bn	O
粉	En	O
及	Sc	O
淀	Bn	O
粉	En	O
制	Bn	O
品	En	O

1	Bm	O
9	Mm	O
2	Em	O

2	Sw	O

1	Bm	O
.	Mm	O
0	Mm	O
4	Em	O
%	Sw	O

2	Bm	O
4	Em	O

糕	Bn	O
点	En	O

1	Bm	O
1	Mm	O
1	Mm	O
9	Em	O

2	Bm	O
6	Em	O

2	Bm	O
.	Mm	O
3	Mm	O
2	Em	O
%	Sw	O

2	Bm	O
5	Em	O

豆	Bn	O
制	Mn	O
品	En	O

4	Bm	O
4	Mm	O
6	Em	O

6	Sw	O

1	Bm	O
.	Mm	O
3	Mm	O
5	Em	O
%	Sw	O

2	Bm	O
6	Em	O

蜂	Bn	O
产	Mn	O
品	En	O

2	Bm	O
1	Mm	O
9	Em	O

3	Sw	O

1	Bm	O
.	Mm	O
3	Mm	O
7	Em	O
%	Sw	O

2	Bm	O
7	Em	O

保	Bn	O
健	Mn	O
食	Mn	O
品	En	O

4	Bm	O
3	Em	O

0	Sw	O

0	Bm	O
.	Mm	O
0	Mm	O
0	Em	O
%	Sw	O

2	Bm	O
8	Em	O

特	Ba	O
殊	Ea	O
膳	Bn	O
食	En	O
食	Bn	O
品	En	O

4	Bm	O
2	Em	O

0	Sw	O

0	Bm	O
.	Mm	O
0	Mm	O
0	Em	O
%	Sw	O

2	Bm	O
9	Em	O

特	Ba	O
殊	Ea	O
医	Bn	O
学	En	O
用	Bn	O
途	En	O
配	Bn	O
方	En	O
食	Bn	O
品	En	O

0	Sw	O

0	Sw	O

/	Sw	O

3	Bm	O
0	Em	O

婴	Bn	O
幼	Mn	O
儿	En	O
配	Bn	O
方	En	O
食	Bn	O
品	En	O

8	Sw	O

0	Sw	O

0	Bm	O
.	Mm	O
0	Mm	O
0	Em	O
%	Sw	O

3	Bm	O
1	Em	O

餐	Bn	O
饮	En	O
食	Bn	O
品	En	O

3	Bm	O
7	Mm	O
4	Mm	O
1	Em	O

1	Bm	O
5	Mm	O
5	Em	O

4	Bm	O
.	Mm	O
1	Mm	O
4	Em	O
%	Sw	O

3	Bm	O
2	Em	O

食	Bn	O
品	En	O
添	Bn	O
加	Mn	O
剂	En	O

5	Bm	O
3	Em	O

0	Sw	O

0	Bm	O
.	Mm	O
0	Mm	O
0	Em	O
%	Sw	O

3	Bm	O
3	Em	O

食	Bn	O
用	En	O
农	Bn	O
产	Mn	O
品	En	O

5	Bm	O
1	Mm	O
4	Mm	O
3	Em	O

1	Bm	O
3	Em	O

0	Bm	O
.	Mm	O
2	Mm	O
5	Em	O
%	Sw	O

3	Bm	O
4	Em	O

其	Br	O
他	Er	O

3	Sw	O

0	Sw	O

0	Bm	O
.	Mm	O
0	Mm	O
0	Em	O
%	Sw	O

合	Sv	O

计	Sn	O

合	Sv	O

计	Sn	O

2	Bm	O
1	Mm	O
7	Mm	O
6	Mm	O
6	Em	O

4	Bm	O
3	Mm	O
8	Em	O

2	Bm	O
.	Mm	O
0	Mm	O
1	Em	O
%	Sw	O

