镇	Bns	O
、	Sw	O
苏	Bnr	O
丹	Mnr	O
红	Enr	O
Ⅰ	Sw	O
-	Sw	O
Ⅳ	Sw	O
（	Sw	O
仅	Sd	O
辣	Bn	O
椒	En	O
产	Bn	O
品	En	O
检	Bvn	O
测	Evn	O
）	Sw	O
。	Sw	O

3	Bm	O
.	Em	O
干	Bv	O
制	Ev	O
食	Bn	O
用	Mn	O
菌	En	O
抽	Bv	O
检	Ev	O
项	Bn	O
目	En	O
包	Bv	O
括	Ev	O
总	Sb	O
砷	Sn	O
、	Sw	O
铅	Sn	O
、	Sw	O
总	Sb	O
汞	Sn	O
、	Sw	O
镉	Sn	O
、	Sw	O
二	Bnz	O
氧	Mnz	O
化	Mnz	O
硫	Enz	O
。	Sw	O

二	Sm	O
、	Sw	O
保	Bn	O
健	Mn	O
食	Mn	O
品	En	O

（	Sw	O
一	Sm	O
）	Sw	O
抽	Bv	O
检	Ev	O
依	Bp	O
据	Ep	O

抽	Bv	O
检	Ev	O
依	Bp	O
据	Ep	O
《	Sw	O
食	Bl	O
品	Ml	O
安	Ml	O
全	El	O
国	Bn	O
家	Mn	O
标	Mn	O
准	En	O
保	Bn	O
健	Mn	O
食	Mn	O
品	En	O
》	Sw	O
（	Sw	O
G	Beng	O
B	Meng	O
1	Meng	O
6	Meng	O
7	Meng	O
4	Meng	O
0	Eeng	O
-	Sw	O
2	Bm	O
0	Mm	O
1	Mm	O
4	Em	O
）	Sw	O
及	Sc	O
经	Bp	O
过	Ep	O
有	Bvn	O
关	Evn	O
部	Bn	O
门	En	O
备	Bn	O
案	En	O
的	Suj	O
食	Bl	O
品	Ml	O
安	Ml	O
全	El	O
企	Bn	O
业	En	O
标	Bn	O
准	En	O
及	Sc	O
国	Bn	O
家	En	O
食	Bn	O
品	Mn	O
药	Mn	O
品	En	O
监	Bn	O
督	Mn	O
管	Mn	O
理	En	O
总	Bn	O
局	En	O
发	Bv	O
布	Ev	O
的	Suj	O
补	Bv	O
充	Ev	O
检	Bvn	O
验	Evn	O
方	Bn	O
法	En	O
等	Su	O
。	Sw	O

（	Sw	O
二	Sm	O
）	Sw	O
检	Bvn	O
验	Evn	O
项	Bn	O
目	En	O

抽	Bv	O
检	Ev	O
项	Bn	O
目	En	O
包	Bv	O
括	Ev	O
铅	Sn	O
、	Sw	O
总	Sb	O
砷	Sn	O
、	Sw	O
总	Sb	O
汞	Sn	O
、	Sw	O
菌	Bn	O
落	En	O
总	Bn	O
数	En	O
、	Sw	O
大	Bn	O
肠	Mn	O
菌	Mn	O
群	En	O
、	Sw	O
霉	Bn	O
菌	En	O
和	Sc	O
酵	Bn	O
母	En	O
、	Sw	O
金	Bn	O
黄	Mn	O
色	En	O
葡	Bn	O
萄	Mn	O
球	Mn	O
菌	En	O
、	Sw	O
沙	Bnr	O
门	Mnr	O
氏	Mnr	O
菌	Enr	O
、	Sw	O
胶	Bn	O
囊	En	O
壳	Sn	O
中	Sf	O
的	Suj	O
铬	Sn	O
（	Sw	O
硬	Sa	O
胶	Bn	O
囊	En	O
）	Sw	O
。	Sw	O

减	Bv	O
肥	Ev	O
类	Bn	O
产	Mn	O
品	En	O
涉	Bv	O
及	Ev	O
的	Suj	O
非	Bb	O
法	Eb	O
添	Bv	O
加	Ev	O
检	Bvn	O
验	Evn	O
项	Bn	O
目	En	O
包	Bv	O
括	Ev	O
西	Bns	O
布	Mns	O
曲	Ens	O
明	St	O
、	Sw	O
N	Sw	O
-	Sw	O
单	Sd	O
去	Sv	O
甲	Bnz	O
基	Enz	O
西	Bns	O
布	Mns	O
曲	Ens	O
明	St	O
、	Sw	O
N	Sw	O
，	Sw	O
N	Sw	O
-	Sw	O
双	Sm	O
去	Sv	O
甲	Bnz	O
基	Enz	O
西	Bns	O
布	Mns	O
曲	Ens	O
明	St	O
、	Sw	O
芬	Bnz	O
氟	Mnz	O
拉	Mnz	O
明	Enz	O
、	Sw	O
麻	Bn	O
黄	Mn	O
碱	En	O
、	Sw	O
酚	Bn	O
酞	En	O
、	Sw	O
呋	Bnz	O
塞	Mnz	O
米	Enz	O
；	Sw	O

辅	Bvn	O
助	Evn	O
降	Bn	O
血	Mn	O
糖	En	O
类	Bn	O
产	Mn	O
品	En	O
涉	Bv	O
及	Ev	O
的	Suj	O
非	Bb	O
法	Eb	O
添	Bv	O
加	Ev	O
检	Bvn	O
验	Evn	O
项	Bn	O
目	En	O
包	Bv	O
括	Ev	O
甲	Bnz	O
苯	Enz	O
磺	Bnz	O
丁	Mnz	O
脲	Enz	O
、	Sw	O
格	Bnr	O
列	Mnr	O
本	Enr	O
脲	Sg	O
、	Sw	O
格	Bnrt	O
列	Mnrt	O
齐	Mnrt	O
特	Enrt	O
、	Sw	O
格	Bnr	O
列	Enr	O
吡	Bn	O
嗪	En	O
、	Sw	O
格	Bns	O
列	Ens	O
喹	Bnz	O
酮	Enz	O
、	Sw	O
格	Bnr	O
列	Mnr	O
美	Enr	O
脲	Sg	O
、	Sw	O
马	Bnz	O
来	Mnz	O
酸	Enz	O
罗	Bnr	O
格	Enr	O
列	Bn	O
酮	En	O
、	Sw	O
瑞	Bnrt	O
格	Enrt	O
列	Bnr	O
奈	Enr	O
、	Sw	O
盐	Bn	O
酸	En	O
吡	Bn	O
格	En	O
列	Sv	O
酮	Sg	O
、	Sw	O
盐	Bn	O
酸	En	O
二	Bb	O
甲	Eb	O
双	Sm	O
胍	Sg	O
、	Sw	O
盐	Bn	O
酸	En	O
苯	Bn	O
乙	En	O
双	Sm	O
胍	Sg	O
、	Sw	O
盐	Bn	O
酸	En	O
丁	Bnr	O
二	Enr	O
胍	Sg	O
、	Sw	O
格	Bnr	O
列	Mnr	O
波	Enr	O
脲	Sg	O
；	Sw	O

改	Bv	O
善	Ev	O
睡	Bv	O
眠	Ev	O
类	Bn	O
产	Mn	O
品	En	O
涉	Bv	O
及	Ev	O
的	Suj	O
非	Bb	O
法	Eb	O
添	Bv	O
加	Ev	O
检	Bvn	O
验	Evn	O
项	Bn	O
目	En	O
包	Bv	O
括	Ev	O
氯	Bnz	O
氮	Enz	O
卓	Snr	O
、	Sw	O
马	Bnz	O
来	Mnz	O
酸	Enz	O
咪	Bnz	O
达	Mnz	O
唑	Mnz	O
仑	Enz	O
硝	Bnz	O
西	Mnz	O
泮	Enz	O
、	Sw	O
艾	Bnr	O
司	Enr	O
唑	Sw	O
仑	Sg	O
、	Sw	O
奥	Bns	O
沙	Mns	O
西	Ens	O
泮	Snr	O
、	Sw	O
阿	Bnr	O
普	Enr	O
唑	Sw	O
仑	Sg	O
、	Sw	O
劳	Svn	O
拉	Bns	O
西	Ens	O
泮	Snr	O
、	Sw	O
氯	Bnz	O
硝	Mnz	O
西	Mnz	O
泮	Enz	O
、	Sw	O
地	Bnr	O
西	Mnr	O
泮	Enr	O
、	Sw	O
巴	Bj	O
比	Ej	O
妥	Sa	O
、	Sw	O
苯	Bnz	O
巴	Mnz	O
比	Mnz	O
妥	Enz	O
、	Sw	O
司	Bnr	O
可	Mnr	O
巴	Enr	O
比	Sp	O
妥	Sa	O
、	Sw	O
氯	Bnz	O
美	Enz	O
扎	Sv	O
酮	Sg	O
、	Sw	O
褪	Bv	O
黑	Mv	O
素	Ev	O
、	Sw	O
佐	Svg	O
匹	Sq	O
克	Bnr	O
隆	Enr	O
、	Sw	O
氯	Bnz	O
苯	Enz	O
那	Bnr	O
敏	Enr	O
、	Sw	O
扎	Bnrt	O
来	Enrt	O
普	Bnr	O
隆	Enr	O
、	Sw	O
青	Bnr	O
藤	Enr	O
碱	Sn	O
、	Sw	O
罗	Bnr	O
通	Enr	O
定	Sv	O
；	Sw	O

缓	Bv	O
解	Ev	O
体	Bn	O
力	En	O
疲	Ba	O
劳	Ea	O
类	Sq	O
/	Sw	O
提	Bv	O
高	Ev	O
免	Bn	O
疫	Mn	O
力	En	O
类	Bn	O
产	Mn	O
品	En	O
涉	Bv	O
及	Ev	O
的	Suj	O
非	Bb	O
法	Eb	O
添	Bv	O
加	Ev	O
检	Bvn	O
验	Evn	O
项	Bn	O
目	En	O
包	Bv	O
括	Ev	O
那	Sr	O
红	Bn	O
地	En	O
那	Sr	O
非	Sd	O
、	Sw	O
红	Bn	O
地	En	O
那	Sr	O
非	Sd	O
、	Sw	O
伐	Sv	O
地	Suv	O
那	Sr	O
非	Sd	O
、	Sw	O
羟	Bnz	O
基	Enz	O
豪	Bnrt	O
莫	Enrt	O
西	Bns	O
地	Mns	O
那	Mns	O
非	Ens	O
、	Sw	O
西	Bns	O
地	Mns	O
那	Mns	O
非	Ens	O
、	Sw	O
豪	Bnrt	O
莫	Enrt	O
西	Bns	O
地	Mns	O
那	Mns	O
非	Ens	O
、	Sw	O
氨	Bn	O
基	En	O
他	Sr	O
达	Bnrt	O
拉	Enrt	O
非	Sh	O
、	Sw	O
他	Sr	O
达	Bnrt	O
拉	Enrt	O
非	Sh	O
、	Sw	O
硫	Bn	O
代	En	O
艾	Bn	O
地	En	O
那	Sr	O
非	Sd	O
、	Sw	O
伪	Bns	O
伐	Mns	O
地	Mns	O
那	Mns	O
非	Ens	O
、	Sw	O
那	Sr	O
莫	Sd	O
西	Bns	O
地	Mns	O
那	Mns	O
非	Ens	O
；	Sw	O

辅	Bvn	O
助	Evn	O
降	Bn	O
血	Mn	O
压	En	O
类	Sq	O
涉	Bv	O
及	Ev	O
的	Suj	O
非	Bb	O
法	Eb	O
添	Bv	O
加	Ev	O
检	Bvn	O
验	Evn	O
项	Bn	O
目	En	O
包	Bv	O
括	Ev	O
阿	Bnr	O
替	Enr	O
洛	Bns	O
尔	Ens	O
、	Sw	O
盐	Bn	O
酸	En	O
可	Ba	O
乐	Ea	O
定	Sv	O
、	Sw	O
氢	Bn	O
氧	En	O
噻	Bn	O
嗪	En	O
、	Sw	O
卡	Bnrt	O
托	Mnrt	O
普	Mnrt	O
利	Enrt	O
、	Sw	O
哌	Bnz	O
唑	Mnz	O
嗪	Enz	O
、	Sw	O
利	Bn	O
血	Mn	O
平	En	O
、	Sw	O
硝	Bnz	O
苯	Mnz	O
地	Mnz	O
平	Enz	O
、	Sw	O
氨	Bnz	O
氯	Mnz	O
地	Mnz	O
平	Enz	O
、	Sw	O
尼	Bns	O
群	Mns	O
地	Mns	O
平	Ens	O
、	Sw	O
尼	Bns	O
莫	Mns	O
地	Mns	O
平	Ens	O
、	Sw	O
尼	Bns	O
索	Mns	O
地	Mns	O
平	Ens	O
、	Sw	O
非	Bns	O
洛	Mns	O
地	Mns	O
平	Ens	O
；	Sw	O

辅	Bvn	O
助	Evn	O
降	Bn	O
血	Mn	O
脂	En	O
类	Bn	O
产	Mn	O
品	En	O
涉	Bv	O
及	Ev	O
的	Suj	O
非	Bb	O
法	Eb	O
添	Bv	O
加	Ev	O
检	Bvn	O
验	Evn	O
项	Bn	O
目	En	O
包	Bv	O
括	Ev	O
洛	Bns	O
伐	Mns	O
他	Mns	O
汀	Ens	O
、	Sw	O
辛	Bnz	O
伐	Mnz	O
他	Mnz	O
汀	Enz	O
、	Sw	O
烟	Bn	O
酸	En	O
；	Sw	O

部	Bn	O
分	En	O
样	Bn	O
品	En	O
也	Sd	O
涉	Bv	O
及	Ev	O
功	Bn	O
效	En	O
/	Sw	O
标	Bn	O
志	Mn	O
性	En	O
成	Bn	O
分	En	O
、	Sw	O
理	Bv	O
化	Ev	O
指	Bn	O
标	En	O
（	Sw	O
六	Bm	O
六	Mm	O
六	Em	O
、	Sw	O
滴	Bi	O
滴	Mi	O
涕	Ei	O
、	Sw	O
毒	Bn	O
死	En	O
蜱	Sg	O
、	Sw	O
甲	Bnz	O
萘	Mnz	O
威	Enz	O
）	Sw	O
等	Su	O
项	Bn	O
目	En	O
。	Sw	O

食	Bn	O
品	En	O
监	Bvn	O
督	Evn	O
抽	Bv	O
验	Ev	O
合	Bn	O
格	En	O
产	Bn	O
品	En	O
信	Bn	O
息	En	O

抽	Bv	O
样	Ev	O
编	Bn	O
号	En	O

序	Bn	O
号	En	O

标	Bv	O
示	Ev	O
生	Bvn	O
产	Evn	O
企	Bn	O
业	En	O
名	Bn	O
称	En	O

标	Bv	O
示	Ev	O
生	Bvn	O
产	Evn	O
企	Bn	O
业	En	O
地	Bn	O
址	En	O

被	Sp	O
抽	Bv	O
样	Ev	O
单	Bn	O
位	Mn	O
名	Mn	O
称	En	O

被	Sp	O
抽	Bv	O
样	Ev	O
单	Bn	O
位	Mn	O
地	Mn	O
址	En	O

食	Bn	O
品	En	O
名	Bn	O
称	En	O

规	Bn	O
格	Mn	O
型	Mn	O
号	En	O

生	Bn	O
产	Mn	O
日	Mn	O
期	En	O
/	Sw	O
批	Bn	O
号	En	O

分	Bn	O
类	En	O

公	Bn	O
告	En	O
号	Sm	O

公	Bn	O
告	En	O
日	Bt	O
期	Et	O

任	Bn	O
务	En	O
来	Bn	O
源	En	O
/	Sw	O
项	Bn	O
目	Mn	O
名	Mn	O
称	En	O

检	Bvn	O
验	Evn	O
机	Bn	O
构	En	O

备	Bv	O
注	Ev	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
1	Meng	O
0	Meng	O
9	Meng	O
2	Meng	O
7	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
0	Meng	O
0	Meng	O
6	Eeng	O

1	Sw	O

安	Bnr	O
康	Enr	O
三	Bns	O
桥	Ens	O
市	Bn	O
场	En	O
（	Sw	O
供	Bn	O
货	Mn	O
商	En	O
）	Sw	O

/	Sw	O

镇	Bns	O
坪	Mns	O
县	Ens	O
十	Bm	O
九	Mm	O
号	Em	O
菜	Bn	O
店	En	O

镇	Bns	O
坪	Mns	O
县	Ens	O
城	Bns	O
关	Mns	O
镇	Ens	O
下	Sf	O
新	Bns	O
街	Ens	O
菜	Bn	O
市	Mn	O
场	En	O
十	Bm	O
九	Mm	O
号	Em	O

豇	Bn	O
豆	En	O

散	Bv	O
装	Ev	O

/	Sw	O

食	Bn	O
用	En	O
农	Bn	O
产	Mn	O
品	En	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Em	O
年	Sm	O
第	Sm	O
4	Sm	O
号	Sm	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Mm	O
.	Mm	O
9	Mm	O
.	Mm	O
1	Em	O

镇	Bns	O
坪	Mns	O
县	Ens	O
抽	Sv	O

陕	Bns	O
西	Ens	O
科	Bn	O
仪	En	O
阳	Bnr	O
光	Enr	O
检	Bvn	O
测	Evn	O
技	Bn	O
术	En	O
服	Bvn	O
务	Evn	O
有	Bn	O
限	Mn	O
公	Mn	O
司	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
1	Meng	O
0	Meng	O
9	Meng	O
2	Meng	O
7	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
0	Meng	O
0	Meng	O
7	Eeng	O

2	Sw	O

安	Bnr	O
康	Enr	O
三	Bns	O
桥	Ens	O
市	Bn	O
场	En	O
（	Sw	O
供	Bn	O
货	Mn	O
商	En	O
）	Sw	O

/	Sw	O

镇	Bns	O
坪	Mns	O
县	Ens	O
十	Bm	O
九	Mm	O
号	Em	O
菜	Bn	O
店	En	O

镇	Bns	O
坪	Mns	O
县	Ens	O
城	Bns	O
关	Mns	O
镇	Ens	O
下	Sf	O
新	Bns	O
街	Ens	O
菜	Bn	O
市	Mn	O
场	En	O
十	Bm	O
九	Mm	O
号	Em	O

豆	Bn	O
角	En	O

散	Bv	O
装	Ev	O

/	Sw	O

食	Bn	O
用	En	O
农	Bn	O
产	Mn	O
品	En	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Em	O
年	Sm	O
第	Sm	O
4	Sm	O
号	Sm	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Mm	O
.	Mm	O
9	Mm	O
.	Mm	O
1	Em	O

镇	Bns	O
坪	Mns	O
县	Ens	O
抽	Sv	O

陕	Bns	O
西	Ens	O
科	Bn	O
仪	En	O
阳	Bnr	O
光	Enr	O
检	Bvn	O
测	Evn	O
技	Bn	O
术	En	O
服	Bvn	O
务	Evn	O
有	Bn	O
限	Mn	O
公	Mn	O
司	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
1	Meng	O
0	Meng	O
9	Meng	O
2	Meng	O
7	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
0	Meng	O
0	Meng	O
8	Eeng	O

3	Sw	O

安	Bnr	O
康	Enr	O
三	Bns	O
桥	Ens	O
市	Bn	O
场	En	O
（	Sw	O
供	Bn	O
货	Mn	O
商	En	O
）	Sw	O

/	Sw	O

镇	Bns	O
坪	Mns	O
县	Ens	O
十	Bm	O
九	Mm	O
号	Em	O
菜	Bn	O
店	En	O

镇	Bns	O
坪	Mns	O
县	Ens	O
城	Bns	O
关	Mns	O
镇	Ens	O
下	Sf	O
新	Bns	O
街	Ens	O
菜	Bn	O
市	Mn	O
场	En	O
十	Bm	O
九	Mm	O
号	Em	O

青	Bn	O
椒	En	O

散	Bv	O
装	Ev	O

/	Sw	O

食	Bn	O
用	En	O
农	Bn	O
产	Mn	O
品	En	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Em	O
年	Sm	O
第	Sm	O
4	Sm	O
号	Sm	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Mm	O
.	Mm	O
9	Mm	O
.	Mm	O
1	Em	O

镇	Bns	O
坪	Mns	O
县	Ens	O
抽	Sv	O

陕	Bns	O
西	Ens	O
科	Bn	O
仪	En	O
阳	Bnr	O
光	Enr	O
检	Bvn	O
测	Evn	O
技	Bn	O
术	En	O
服	Bvn	O
务	Evn	O
有	Bn	O
限	Mn	O
公	Mn	O
司	En	O

N	Beng	O
C	Meng	O
P	Meng	O
6	Meng	O
1	Meng	O
0	Meng	O
9	Meng	O
2	Meng	O
7	Meng	O
1	Meng	O
7	Meng	O
0	Meng	O
7	Meng	O
0	Meng	O
0	Meng	O
0	Meng	O
9	Eeng	O

4	Sw	O

安	Bnr	O
康	Enr	O
三	Bns	O
桥	Ens	O
市	Bn	O
场	En	O
（	Sw	O
供	Bn	O
货	Mn	O
商	En	O
）	Sw	O

/	Sw	O

镇	Bns	O
坪	Mns	O
县	Ens	O
十	Bm	O
九	Mm	O
号	Em	O
菜	Bn	O
店	En	O

镇	Bns	O
坪	Mns	O
县	Ens	O
城	Bns	O
关	Mns	O
镇	Ens	O
下	Sf	O
新	Bns	O
街	Ens	O
菜	Bn	O
市	Mn	O
场	En	O
十	Bm	O
九	Mm	O
号	Em	O

空	Bn	O
心	Mn	O
菜	En	O

散	Bv	O
装	Ev	O

/	Sw	O

食	Bn	O
用	En	O
农	Bn	O
产	Mn	O
品	En	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Em	O
年	Sm	O
第	Sm	O
4	Sm	O
号	Sm	O

2	Bm	O
0	Mm	O
1	Mm	O
7	Mm	O
.	Mm	O
9	Mm	O
.	Mm	O
1	Em	O

镇	Bns	O
坪	Mns	O
县	Ens	O
抽	Sv	O

陕	Bns	O
西	Ens	O
科	Bn	O
